source,target,edge_type
tx_174,tx_5928,same_merchant
tx_174,tx_8905,same_merchant
tx_174,tx_8114,same_merchant
tx_174,tx_1473,same_merchant
tx_175,tx_12897,same_card
tx_175,tx_4274,same_card
tx_175,tx_1768,same_device
tx_175,tx_6913,same_device
tx_175,tx_9686,same_device
tx_175,tx_9934,same_device
tx_175,tx_10881,same_device
tx_175,tx_11251,same_device
tx_175,tx_11320,same_device
tx_175,tx_13522,same_device
tx_175,tx_17462,same_device
tx_176,tx_3277,same_card
tx_176,tx_8157,same_card
tx_176,tx_11193,same_card
tx_176,tx_12456,same_card
tx_176,tx_2111,same_device
tx_176,tx_7640,same_device
tx_176,tx_17539,same_device
tx_176,tx_18619,same_device
tx_176,tx_19584,same_device
tx_177,tx_3049,same_card
tx_177,tx_4753,same_card
tx_177,tx_8577,same_device
tx_177,tx_15019,same_device
tx_178,tx_192,same_card
tx_178,tx_8863,same_card
tx_178,tx_1739,same_device
tx_178,tx_4865,same_device
tx_178,tx_6771,same_device
tx_178,tx_16081,same_device
tx_178,tx_16187,same_device
tx_178,tx_19082,same_device
tx_178,tx_19765,same_device
tx_178,tx_19896,same_device
tx_178,tx_6407,same_merchant
tx_178,tx_13454,same_merchant
tx_178,tx_18522,same_merchant
tx_178,tx_19475,same_merchant
tx_178,tx_2205,same_merchant
tx_178,tx_12203,same_merchant
tx_178,tx_17645,same_merchant
tx_179,tx_5539,same_card
tx_179,tx_9042,same_card
tx_179,tx_11532,same_card
tx_179,tx_9120,same_device
tx_179,tx_15485,same_device
tx_179,tx_3325,same_merchant
tx_179,tx_5574,same_merchant
tx_179,tx_15918,same_merchant
tx_179,tx_16639,same_merchant
tx_179,tx_8526,same_merchant
tx_179,tx_12305,same_merchant
tx_179,tx_7240,same_merchant
tx_180,tx_6271,same_card
tx_180,tx_13085,same_card
tx_180,tx_5792,same_device
tx_180,tx_9672,same_device
tx_180,tx_9945,same_device
tx_180,tx_16241,same_device
tx_181,tx_2607,same_card
tx_181,tx_17791,same_card
tx_181,tx_3190,same_device
tx_181,tx_3581,same_device
tx_181,tx_7570,same_device
tx_181,tx_11441,same_device
tx_181,tx_17373,same_device
tx_182,tx_11195,same_card
tx_182,tx_18830,same_card
tx_182,tx_3912,same_device
tx_182,tx_6709,same_device
tx_182,tx_17881,same_device
tx_182,tx_18915,same_device
tx_182,tx_1488,same_merchant
tx_182,tx_3497,same_merchant
tx_182,tx_9452,same_merchant
tx_182,tx_9229,same_merchant
tx_182,tx_16803,same_merchant
tx_182,tx_19441,same_merchant
tx_182,tx_7336,same_merchant
tx_183,tx_17587,same_card
tx_183,tx_421,same_device
tx_183,tx_2939,same_device
tx_183,tx_7124,same_device
tx_183,tx_11161,same_device
tx_183,tx_13233,same_device
tx_183,tx_19920,same_device
tx_184,tx_13982,same_card
tx_184,tx_14684,same_card
tx_184,tx_14727,same_card
tx_184,tx_3178,same_device
tx_184,tx_4880,same_device
tx_184,tx_7132,same_device
tx_184,tx_8286,same_device
tx_184,tx_10073,same_device
tx_184,tx_13485,same_device
tx_184,tx_14674,same_device
tx_184,tx_17318,same_device
tx_184,tx_18946,same_device
tx_184,tx_9140,same_merchant
tx_184,tx_8483,same_merchant
tx_184,tx_6270,same_merchant
tx_184,tx_17436,same_merchant
tx_184,tx_9190,same_merchant
tx_184,tx_16543,same_merchant
tx_184,tx_11725,same_merchant
tx_185,tx_8747,same_card
tx_185,tx_7549,same_device
tx_185,tx_9013,same_device
tx_186,tx_4509,same_card
tx_186,tx_8398,same_card
tx_186,tx_10976,same_card
tx_186,tx_14776,same_card
tx_186,tx_3076,same_device
tx_186,tx_6826,same_device
tx_186,tx_7205,same_device
tx_186,tx_15356,same_device
tx_186,tx_4855,same_merchant
tx_186,tx_6933,same_merchant
tx_186,tx_16113,same_merchant
tx_186,tx_17529,same_merchant
tx_186,tx_16868,same_merchant
tx_186,tx_2834,same_merchant
tx_186,tx_7355,same_merchant
tx_187,tx_4227,same_card
tx_187,tx_19886,same_card
tx_187,tx_2589,same_device
tx_187,tx_10639,same_device
tx_187,tx_13494,same_device
tx_187,tx_19016,same_device
tx_188,tx_10100,same_card
tx_188,tx_15448,same_card
tx_188,tx_18716,same_card
tx_188,tx_5068,same_device
tx_188,tx_11413,same_device
tx_188,tx_13396,same_device
tx_188,tx_19202,same_device
tx_189,tx_15794,same_card
tx_189,tx_15863,same_card
tx_189,tx_3206,same_device
tx_189,tx_5576,same_device
tx_189,tx_12105,same_device
tx_189,tx_12794,same_device
tx_189,tx_13199,same_device
tx_189,tx_13385,same_device
tx_189,tx_13718,same_device
tx_189,tx_16477,same_device
tx_189,tx_17871,same_device
tx_190,tx_2821,same_card
tx_190,tx_4245,same_card
tx_190,tx_5775,same_device
tx_190,tx_11837,same_device
tx_190,tx_12397,same_device
tx_190,tx_15259,same_device
tx_190,tx_15578,same_device
tx_191,tx_8486,same_card
tx_191,tx_11246,same_card
tx_191,tx_616,same_device
tx_191,tx_1132,same_device
tx_191,tx_3303,same_device
tx_191,tx_9493,same_device
tx_191,tx_9995,same_device
tx_191,tx_10011,same_device
tx_191,tx_11309,same_device
tx_191,tx_19858,same_merchant
tx_191,tx_7244,same_merchant
tx_191,tx_12050,same_merchant
tx_191,tx_13362,same_merchant
tx_191,tx_6748,same_merchant
tx_191,tx_14803,same_merchant
tx_191,tx_13180,same_merchant
tx_192,tx_18592,same_card
tx_192,tx_15931,same_device
tx_192,tx_19331,same_device
tx_193,tx_3658,same_card
tx_193,tx_7216,same_card
tx_193,tx_8483,same_card
tx_193,tx_14767,same_card
tx_193,tx_5474,same_device
tx_193,tx_15149,same_device
tx_193,tx_16127,same_device
tx_194,tx_1418,same_card
tx_194,tx_5906,same_card
tx_194,tx_10578,same_card
tx_194,tx_1747,same_device
tx_194,tx_4486,same_device
tx_194,tx_7063,same_device
tx_194,tx_7422,same_device
tx_194,tx_7979,same_device
tx_194,tx_8077,same_device
tx_194,tx_9073,same_device
tx_194,tx_9130,same_device
tx_194,tx_15667,same_device
tx_195,tx_2443,same_card
tx_195,tx_8225,same_card
tx_195,tx_13626,same_device
tx_195,tx_15991,same_device
tx_196,tx_10053,same_card
tx_196,tx_11519,same_card
tx_196,tx_1453,same_device
tx_196,tx_7910,same_device
tx_196,tx_15427,same_device
tx_196,tx_16090,same_device
tx_197,tx_5395,same_card
tx_197,tx_5329,same_card
tx_197,tx_1311,same_device
tx_197,tx_6024,same_device
tx_197,tx_13293,same_device
tx_197,tx_15225,same_device
tx_197,tx_15256,same_device
tx_197,tx_18952,same_device
tx_198,tx_779,same_card
tx_198,tx_14702,same_card
tx_198,tx_2142,same_device
tx_198,tx_16114,same_device
tx_198,tx_16595,same_device
tx_198,tx_19495,same_device
tx_199,tx_15691,same_card
tx_199,tx_225,same_device
tx_199,tx_6655,same_device
tx_199,tx_10313,same_device
tx_199,tx_13116,same_device
tx_199,tx_17374,same_device
tx_199,tx_19609,same_device
tx_199,tx_19859,same_device
tx_200,tx_18620,same_card
tx_200,tx_5749,same_device
tx_200,tx_9546,same_device
tx_200,tx_9802,same_device
tx_200,tx_11621,same_device
tx_200,tx_13447,same_device
tx_200,tx_16642,same_device
tx_200,tx_18501,same_device
tx_201,tx_3400,same_card
tx_201,tx_12599,same_card
tx_201,tx_13764,same_card
tx_201,tx_3456,same_device
tx_201,tx_9086,same_device
tx_201,tx_1862,same_merchant
tx_201,tx_7708,same_merchant
tx_201,tx_6194,same_merchant
tx_201,tx_10776,same_merchant
tx_201,tx_1914,same_merchant
tx_201,tx_5806,same_merchant
tx_201,tx_12306,same_merchant
tx_202,tx_16862,same_card
tx_202,tx_4334,same_device
tx_202,tx_6689,same_device
tx_202,tx_7243,same_device
tx_202,tx_8797,same_device
tx_202,tx_17059,same_device
tx_203,tx_3280,same_card
tx_203,tx_5939,same_card
tx_203,tx_798,same_device
tx_203,tx_2715,same_device
tx_203,tx_3198,same_device
tx_203,tx_8167,same_device
tx_203,tx_10758,same_device
tx_203,tx_10931,same_device
tx_203,tx_12339,same_device
tx_203,tx_16819,same_device
tx_204,tx_13103,same_card
tx_204,tx_7407,same_device
tx_204,tx_7596,same_device
tx_204,tx_9081,same_device
tx_204,tx_9316,same_device
tx_204,tx_11707,same_device
tx_204,tx_14837,same_device
tx_204,tx_15687,same_device
tx_204,tx_17529,same_device
tx_205,tx_15974,same_card
tx_205,tx_954,same_card
tx_205,tx_2270,same_device
tx_205,tx_2423,same_device
tx_205,tx_2680,same_device
tx_205,tx_18678,same_device
tx_205,tx_19299,same_device
tx_206,tx_5263,same_card
tx_206,tx_7802,same_card
tx_206,tx_5435,same_device
tx_206,tx_9300,same_device
tx_206,tx_18787,same_device
tx_206,tx_18989,same_device
tx_206,tx_4582,same_merchant
tx_206,tx_14816,same_merchant
tx_206,tx_17296,same_merchant
tx_206,tx_17825,same_merchant
tx_206,tx_4746,same_merchant
tx_206,tx_5772,same_merchant
tx_206,tx_584,same_merchant
tx_207,tx_15757,same_card
tx_207,tx_5766,same_device
tx_207,tx_6045,same_device
tx_207,tx_9112,same_device
tx_207,tx_10244,same_device
tx_207,tx_16604,same_device
tx_208,tx_7062,same_card
tx_208,tx_4206,same_card
tx_208,tx_1674,same_device
tx_208,tx_4424,same_device
tx_209,tx_731,same_card
tx_209,tx_16600,same_card
tx_209,tx_18376,same_card
tx_209,tx_19844,same_card
tx_209,tx_2193,same_device
tx_209,tx_5164,same_device
tx_209,tx_5783,same_device
tx_209,tx_8013,same_device
tx_209,tx_14953,same_device
tx_209,tx_18425,same_device
tx_210,tx_17134,same_card
tx_210,tx_11681,same_card
tx_210,tx_3379,same_device
tx_210,tx_8909,same_device
tx_210,tx_16343,same_device
tx_210,tx_17130,same_device
tx_210,tx_17537,same_device
tx_210,tx_18262,same_device
tx_211,tx_9931,same_card
tx_211,tx_3622,same_device
tx_211,tx_9384,same_device
tx_211,tx_13179,same_device
tx_211,tx_13387,same_device
tx_211,tx_13573,same_device
tx_211,tx_12594,same_merchant
tx_211,tx_13843,same_merchant
tx_211,tx_1636,same_merchant
tx_211,tx_18191,same_merchant
tx_211,tx_6654,same_merchant
tx_211,tx_7541,same_merchant
tx_211,tx_1472,same_merchant
tx_212,tx_1422,same_card
tx_212,tx_4132,same_card
tx_212,tx_4761,same_card
tx_212,tx_13302,same_card
tx_212,tx_600,same_device
tx_212,tx_2041,same_device
tx_212,tx_2403,same_device
tx_212,tx_3442,same_device
tx_212,tx_7005,same_device
tx_212,tx_9458,same_device
tx_212,tx_9886,same_device
tx_212,tx_12785,same_device
tx_212,tx_13437,same_device
tx_213,tx_4770,same_card
tx_213,tx_5567,same_card
tx_213,tx_15184,same_card
tx_213,tx_17333,same_card
tx_213,tx_3868,same_device
tx_213,tx_8699,same_device
tx_213,tx_10668,same_device
tx_213,tx_11245,same_device
tx_213,tx_11624,same_device
tx_213,tx_16277,same_device
tx_214,tx_6484,same_card
tx_214,tx_13330,same_card
tx_214,tx_529,same_device
tx_214,tx_2975,same_device
tx_214,tx_11283,same_device
tx_215,tx_6362,same_card
tx_215,tx_6145,same_device
tx_215,tx_6758,same_device
tx_215,tx_7165,same_device
tx_215,tx_8290,same_device
tx_215,tx_10311,same_device
tx_216,tx_8579,same_card
tx_216,tx_1024,same_device
tx_216,tx_1644,same_device
tx_216,tx_1953,same_device
tx_216,tx_9033,same_device
tx_216,tx_10782,same_device
tx_216,tx_11529,same_device
tx_216,tx_12435,same_device
tx_216,tx_12574,same_device
tx_216,tx_13223,same_device
tx_217,tx_6856,same_card
tx_217,tx_6902,same_card
tx_217,tx_281,same_device
tx_217,tx_512,same_device
tx_217,tx_3177,same_device
tx_217,tx_3977,same_device
tx_217,tx_6728,same_device
tx_217,tx_7460,same_device
tx_217,tx_14694,same_device
tx_217,tx_19854,same_device
tx_217,tx_2439,same_merchant
tx_217,tx_7939,same_merchant
tx_217,tx_3111,same_merchant
tx_217,tx_7783,same_merchant
tx_217,tx_4519,same_merchant
tx_217,tx_14046,same_merchant
tx_217,tx_1829,same_merchant
tx_218,tx_7101,same_card
tx_218,tx_916,same_device
tx_218,tx_1049,same_device
tx_218,tx_4060,same_device
tx_218,tx_12625,same_device
tx_218,tx_13400,same_device
tx_218,tx_13470,same_device
tx_218,tx_15924,same_device
tx_218,tx_18559,same_merchant
tx_218,tx_405,same_merchant
tx_218,tx_18435,same_merchant
tx_218,tx_19264,same_merchant
tx_218,tx_14012,same_merchant
tx_218,tx_5258,same_merchant
tx_218,tx_516,same_merchant
tx_219,tx_19767,same_card
tx_219,tx_3615,same_device
tx_219,tx_14696,same_device
tx_220,tx_3388,same_card
tx_220,tx_6957,same_card
tx_220,tx_17596,same_card
tx_220,tx_588,same_device
tx_220,tx_7334,same_device
tx_220,tx_8257,same_device
tx_220,tx_14352,same_device
tx_220,tx_17578,same_device
tx_220,tx_19009,same_device
tx_220,tx_9464,same_merchant
tx_220,tx_4378,same_merchant
tx_220,tx_11156,same_merchant
tx_220,tx_4688,same_merchant
tx_220,tx_16469,same_merchant
tx_220,tx_13089,same_merchant
tx_220,tx_18539,same_merchant
tx_221,tx_1188,same_card
tx_221,tx_6671,same_card
tx_221,tx_4779,same_device
tx_221,tx_12402,same_device
tx_221,tx_13946,same_device
tx_221,tx_16125,same_device
tx_221,tx_18901,same_device
tx_222,tx_1839,same_card
tx_222,tx_9296,same_card
tx_222,tx_14637,same_card
tx_222,tx_17371,same_card
tx_222,tx_5916,same_device
tx_222,tx_10570,same_device
tx_222,tx_10642,same_device
tx_222,tx_19868,same_device
tx_223,tx_19770,same_card
tx_223,tx_684,same_device
tx_223,tx_1703,same_device
tx_223,tx_10938,same_device
tx_223,tx_16237,same_device
tx_223,tx_18390,same_device
tx_223,tx_18446,same_device
tx_223,tx_19212,same_merchant
tx_223,tx_18966,same_merchant
tx_223,tx_13661,same_merchant
tx_223,tx_1545,same_merchant
tx_223,tx_4119,same_merchant
tx_223,tx_9625,same_merchant
tx_223,tx_4206,same_merchant
tx_224,tx_9624,same_card
tx_224,tx_17257,same_card
tx_224,tx_4590,same_device
tx_224,tx_10961,same_device
tx_224,tx_12841,same_device
tx_224,tx_14071,same_device
tx_224,tx_17014,same_device
tx_224,tx_6609,same_merchant
tx_224,tx_5095,same_merchant
tx_224,tx_18935,same_merchant
tx_224,tx_15550,same_merchant
tx_224,tx_1324,same_merchant
tx_224,tx_15281,same_merchant
tx_224,tx_7537,same_merchant
tx_225,tx_18912,same_card
tx_225,tx_6655,same_device
tx_225,tx_10313,same_device
tx_225,tx_13116,same_device
tx_225,tx_17374,same_device
tx_225,tx_19609,same_device
tx_225,tx_19859,same_device
tx_226,tx_1484,same_card
tx_226,tx_12021,same_card
tx_226,tx_17028,same_card
tx_226,tx_18275,same_card
tx_226,tx_1352,same_device
tx_226,tx_13427,same_device
tx_226,tx_17757,same_device
tx_226,tx_18757,same_device
tx_227,tx_2887,same_card
tx_227,tx_11927,same_card
tx_227,tx_1386,same_device
tx_227,tx_5430,same_device
tx_227,tx_9292,same_device
tx_227,tx_9405,same_device
tx_227,tx_12051,same_device
tx_227,tx_13157,same_device
tx_227,tx_19288,same_device
tx_228,tx_2825,same_card
tx_228,tx_5959,same_card
tx_228,tx_8502,same_card
tx_228,tx_15455,same_card
tx_228,tx_3028,same_device
tx_228,tx_4164,same_device
tx_228,tx_11573,same_device
tx_228,tx_15103,same_device
tx_228,tx_15858,same_device
tx_229,tx_3775,same_card
tx_229,tx_17042,same_card
tx_229,tx_1589,same_device
tx_229,tx_2496,same_device
tx_229,tx_4153,same_device
tx_229,tx_7691,same_device
tx_229,tx_12278,same_device
tx_229,tx_18147,same_device
tx_229,tx_19322,same_device
tx_230,tx_866,same_card
tx_230,tx_6417,same_card
tx_230,tx_4783,same_device
tx_230,tx_9072,same_device
tx_230,tx_19434,same_device
tx_231,tx_9741,same_card
tx_231,tx_1069,same_card
tx_231,tx_2441,same_device
tx_231,tx_2890,same_device
tx_231,tx_6613,same_device
tx_231,tx_7639,same_device
tx_231,tx_14852,same_device
tx_231,tx_18726,same_device
tx_232,tx_431,same_card
tx_232,tx_3065,same_card
tx_232,tx_1411,same_device
tx_232,tx_1506,same_device
tx_232,tx_8166,same_device
tx_232,tx_10128,same_device
tx_232,tx_12642,same_device
tx_232,tx_14647,same_device
tx_232,tx_15957,same_device
tx_232,tx_9786,same_merchant
tx_232,tx_9557,same_merchant
tx_232,tx_9148,same_merchant
tx_232,tx_9719,same_merchant
tx_232,tx_9645,same_merchant
tx_232,tx_8800,same_merchant
tx_232,tx_5811,same_merchant
tx_233,tx_8487,same_card
tx_233,tx_15079,same_card
tx_233,tx_18404,same_card
tx_233,tx_5217,same_device
tx_233,tx_6712,same_device
tx_233,tx_10191,same_device
tx_233,tx_11690,same_device
tx_233,tx_15172,same_device
tx_234,tx_8132,same_card
tx_234,tx_17623,same_card
tx_234,tx_18686,same_card
tx_234,tx_18900,same_card
tx_234,tx_434,same_device
tx_234,tx_4343,same_device
tx_234,tx_7534,same_device
tx_234,tx_13082,same_device
tx_234,tx_18239,same_device
tx_235,tx_8898,same_card
tx_235,tx_2184,same_device
tx_235,tx_8113,same_device
tx_235,tx_11564,same_device
tx_235,tx_19569,same_device
tx_235,tx_19573,same_device
tx_236,tx_9482,same_card
tx_236,tx_1866,same_card
tx_236,tx_1652,same_device
tx_236,tx_2364,same_device
tx_236,tx_4842,same_device
tx_236,tx_14517,same_device
tx_236,tx_17007,same_device
tx_236,tx_17783,same_device
tx_237,tx_834,same_card
tx_237,tx_3544,same_card
tx_237,tx_5460,same_card
tx_237,tx_18565,same_card
tx_237,tx_3125,same_device
tx_237,tx_5090,same_device
tx_237,tx_8776,same_device
tx_237,tx_9192,same_device
tx_237,tx_10806,same_device
tx_237,tx_11969,same_device
tx_237,tx_12164,same_device
tx_237,tx_12305,same_device
tx_237,tx_13189,same_device
tx_238,tx_2251,same_card
tx_238,tx_11720,same_card
tx_238,tx_4575,same_device
tx_238,tx_19282,same_device
tx_239,tx_840,same_card
tx_239,tx_6710,same_card
tx_239,tx_16897,same_card
tx_239,tx_18017,same_card
tx_239,tx_3542,same_device
tx_239,tx_5824,same_device
tx_239,tx_6810,same_device
tx_239,tx_7064,same_device
tx_239,tx_8675,same_device
tx_239,tx_10737,same_device
tx_239,tx_13149,same_device
tx_239,tx_16629,same_device
tx_239,tx_18332,same_device
tx_240,tx_15010,same_card
tx_240,tx_2318,same_card
tx_240,tx_2667,same_device
tx_240,tx_9087,same_device
tx_240,tx_11333,same_device
tx_240,tx_15465,same_device
tx_240,tx_19107,same_device
tx_240,tx_19114,same_device
tx_240,tx_1511,same_merchant
tx_240,tx_9056,same_merchant
tx_240,tx_5243,same_merchant
tx_240,tx_11122,same_merchant
tx_240,tx_6572,same_merchant
tx_240,tx_14220,same_merchant
tx_240,tx_19655,same_merchant
tx_241,tx_4219,same_card
tx_241,tx_4672,same_card
tx_241,tx_5334,same_device
tx_241,tx_6664,same_device
tx_241,tx_6971,same_device
tx_241,tx_10797,same_device
tx_241,tx_13360,same_device
tx_241,tx_14136,same_device
tx_241,tx_17348,same_device
tx_242,tx_12949,same_card
tx_242,tx_18427,same_card
tx_242,tx_6681,same_device
tx_242,tx_13021,same_device
tx_242,tx_14838,same_device
tx_242,tx_17745,same_device
tx_243,tx_11235,same_card
tx_243,tx_2418,same_device
tx_243,tx_7347,same_device
tx_243,tx_8545,same_device
tx_243,tx_12662,same_device
tx_243,tx_14829,same_device
tx_244,tx_4965,same_card
tx_244,tx_5465,same_card
tx_244,tx_2460,same_device
tx_244,tx_3323,same_device
tx_244,tx_11085,same_device
tx_244,tx_12132,same_device
tx_244,tx_13698,same_device
tx_244,tx_15051,same_device
tx_244,tx_16957,same_device
tx_244,tx_17158,same_device
tx_244,tx_3975,same_merchant
tx_244,tx_14366,same_merchant
tx_244,tx_10727,same_merchant
tx_244,tx_16707,same_merchant
tx_244,tx_11843,same_merchant
tx_244,tx_7519,same_merchant
tx_244,tx_3357,same_merchant
tx_245,tx_17489,same_card
tx_245,tx_10622,same_card
tx_245,tx_6301,same_device
tx_245,tx_15415,same_device
tx_245,tx_15678,same_device
tx_245,tx_19685,same_device
tx_246,tx_9444,same_card
tx_246,tx_12363,same_card
tx_246,tx_4000,same_device
tx_246,tx_4894,same_device
tx_246,tx_7519,same_device
tx_246,tx_10002,same_device
tx_246,tx_10234,same_device
tx_247,tx_462,same_card
tx_247,tx_3684,same_card
tx_247,tx_6348,same_device
tx_247,tx_9288,same_device
tx_247,tx_10709,same_device
tx_247,tx_14048,same_device
tx_247,tx_15721,same_device
tx_247,tx_17674,same_device
tx_247,tx_18633,same_device
tx_247,tx_5490,same_merchant
tx_247,tx_1296,same_merchant
tx_247,tx_1972,same_merchant
tx_247,tx_5531,same_merchant
tx_247,tx_17652,same_merchant
tx_247,tx_2580,same_merchant
tx_247,tx_14790,same_merchant
tx_248,tx_16127,same_card
tx_248,tx_14748,same_card
tx_248,tx_2406,same_device
tx_248,tx_7937,same_device
tx_248,tx_10873,same_device
tx_248,tx_11595,same_device
tx_248,tx_12526,same_device
tx_248,tx_14025,same_device
tx_248,tx_14721,same_device
tx_248,tx_16912,same_device
tx_248,tx_17335,same_device
tx_248,tx_7508,same_merchant
tx_248,tx_3518,same_merchant
tx_248,tx_1662,same_merchant
tx_248,tx_6633,same_merchant
tx_248,tx_19155,same_merchant
tx_248,tx_19448,same_merchant
tx_249,tx_17924,same_card
tx_249,tx_3257,same_device
tx_249,tx_3649,same_device
tx_249,tx_6954,same_device
tx_249,tx_10549,same_device
tx_249,tx_11033,same_device
tx_249,tx_15922,same_device
tx_249,tx_16113,same_device
tx_249,tx_18860,same_device
tx_249,tx_19811,same_device
tx_250,tx_17453,same_card
tx_250,tx_6760,same_card
tx_250,tx_371,same_device
tx_250,tx_1366,same_device
tx_250,tx_1650,same_device
tx_250,tx_2578,same_device
tx_250,tx_6545,same_device
tx_250,tx_7793,same_device
tx_250,tx_9734,same_device
tx_250,tx_14901,same_device
tx_250,tx_19041,same_device
tx_251,tx_684,same_card
tx_251,tx_9368,same_card
tx_251,tx_16378,same_card
tx_251,tx_17944,same_card
tx_251,tx_6246,same_device
tx_251,tx_16396,same_device
tx_251,tx_16870,same_device
tx_251,tx_19224,same_device
tx_252,tx_9231,same_card
tx_252,tx_12059,same_card
tx_252,tx_15138,same_card
tx_252,tx_1467,same_device
tx_252,tx_1921,same_device
tx_252,tx_4846,same_device
tx_252,tx_5057,same_device
tx_252,tx_6346,same_device
tx_252,tx_7174,same_device
tx_252,tx_9249,same_device
tx_252,tx_11184,same_device
tx_253,tx_3249,same_card
tx_253,tx_10028,same_card
tx_253,tx_10301,same_card
tx_253,tx_941,same_device
tx_253,tx_3857,same_device
tx_253,tx_8469,same_device
tx_253,tx_10970,same_device
tx_253,tx_14890,same_device
tx_253,tx_15988,same_device
tx_253,tx_16788,same_device
tx_254,tx_852,same_card
tx_254,tx_3023,same_card
tx_254,tx_17611,same_card
tx_254,tx_1892,same_device
tx_254,tx_3883,same_device
tx_254,tx_5630,same_device
tx_254,tx_8398,same_device
tx_254,tx_13751,same_device
tx_254,tx_14880,same_device
tx_254,tx_17064,same_device
tx_254,tx_737,same_merchant
tx_254,tx_5661,same_merchant
tx_254,tx_10649,same_merchant
tx_254,tx_13085,same_merchant
tx_254,tx_15897,same_merchant
tx_254,tx_7099,same_merchant
tx_254,tx_13820,same_merchant
tx_255,tx_1578,same_card
tx_255,tx_1647,same_card
tx_255,tx_5716,same_card
tx_255,tx_17836,same_card
tx_255,tx_4719,same_device
tx_255,tx_11610,same_device
tx_255,tx_16188,same_device
tx_255,tx_17218,same_device
tx_256,tx_7804,same_card
tx_256,tx_2770,same_card
tx_256,tx_844,same_device
tx_256,tx_9399,same_device
tx_257,tx_1358,same_card
tx_257,tx_11598,same_card
tx_257,tx_3277,same_device
tx_257,tx_4377,same_device
tx_257,tx_13052,same_device
tx_257,tx_14253,same_device
tx_257,tx_16926,same_device
tx_258,tx_16308,same_card
tx_258,tx_16669,same_card
tx_258,tx_1036,same_device
tx_258,tx_2247,same_device
tx_258,tx_8907,same_device
tx_258,tx_10282,same_device
tx_258,tx_17796,same_device
tx_258,tx_19626,same_device
tx_259,tx_3320,same_card
tx_259,tx_1945,same_device
tx_259,tx_3110,same_device
tx_259,tx_6385,same_device
tx_259,tx_7425,same_device
tx_259,tx_8610,same_device
tx_259,tx_11691,same_device
tx_259,tx_19600,same_device
tx_260,tx_17781,same_card
tx_260,tx_19592,same_card
tx_260,tx_19996,same_card
tx_260,tx_2756,same_device
tx_260,tx_7664,same_device
tx_260,tx_9928,same_device
tx_260,tx_11648,same_device
tx_260,tx_17966,same_device
tx_261,tx_16825,same_card
tx_261,tx_15435,same_card
tx_261,tx_1410,same_device
tx_261,tx_2417,same_device
tx_261,tx_2707,same_device
tx_261,tx_3381,same_device
tx_261,tx_6120,same_device
tx_261,tx_7424,same_device
tx_261,tx_18094,same_device
tx_261,tx_19474,same_device
tx_261,tx_2594,same_merchant
tx_261,tx_11094,same_merchant
tx_261,tx_13573,same_merchant
tx_261,tx_6049,same_merchant
tx_261,tx_973,same_merchant
tx_261,tx_2029,same_merchant
tx_261,tx_6984,same_merchant
tx_262,tx_7970,same_card
tx_262,tx_10001,same_card
tx_262,tx_12864,same_card
tx_262,tx_1680,same_device
tx_262,tx_5350,same_device
tx_262,tx_7237,same_device
tx_262,tx_10005,same_device
tx_262,tx_11812,same_device
tx_262,tx_13388,same_device
tx_262,tx_16064,same_device
tx_263,tx_4809,same_card
tx_263,tx_11429,same_card
tx_263,tx_4769,same_device
tx_263,tx_6781,same_device
tx_263,tx_8431,same_device
tx_263,tx_8664,same_device
tx_263,tx_12531,same_device
tx_263,tx_14643,same_device
tx_263,tx_18172,same_device
tx_263,tx_19565,same_device
tx_264,tx_3491,same_card
tx_264,tx_518,same_device
tx_264,tx_4220,same_device
tx_264,tx_13547,same_device
tx_264,tx_15927,same_device
tx_264,tx_18284,same_device
tx_264,tx_18574,same_device
tx_264,tx_18957,same_device
tx_264,tx_18981,same_device
tx_265,tx_14260,quick_succession
tx_265,tx_11966,same_card
tx_265,tx_7952,same_device
tx_265,tx_11012,same_device
tx_265,tx_12599,same_device
tx_265,tx_18930,same_device
tx_266,tx_6885,same_card
tx_266,tx_10337,same_card
tx_266,tx_16366,same_card
tx_266,tx_17521,same_card
tx_266,tx_1361,same_device
tx_266,tx_1980,same_device
tx_266,tx_9199,same_device
tx_266,tx_11483,same_device
tx_266,tx_11664,same_device
tx_266,tx_17470,same_device
tx_267,tx_15414,same_card
tx_267,tx_8834,same_card
tx_267,tx_1557,same_device
tx_267,tx_5550,same_device
tx_267,tx_10569,same_device
tx_267,tx_10988,same_device
tx_267,tx_12036,same_device
tx_268,tx_18432,same_card
tx_268,tx_8882,same_card
tx_268,tx_14856,same_device
tx_268,tx_19985,same_device
tx_269,tx_19968,quick_succession
tx_269,tx_2195,same_card
tx_269,tx_1829,same_device
tx_269,tx_2472,same_device
tx_269,tx_2512,same_device
tx_269,tx_7592,same_device
tx_269,tx_11910,same_device
tx_269,tx_16206,same_device
tx_269,tx_18950,same_device
tx_269,tx_19473,same_device
tx_269,tx_10305,same_merchant
tx_269,tx_16871,same_merchant
tx_269,tx_17972,same_merchant
tx_269,tx_17572,same_merchant
tx_269,tx_5372,same_merchant
tx_269,tx_17817,same_merchant
tx_269,tx_3813,same_merchant
tx_270,tx_19961,same_card
tx_270,tx_16983,same_card
tx_270,tx_3449,same_device
tx_270,tx_8139,same_device
tx_270,tx_8181,same_device
tx_270,tx_8629,same_device
tx_270,tx_8677,same_device
tx_270,tx_14717,same_device
tx_270,tx_15174,same_device
tx_270,tx_16313,same_device
