tx_id,card_id,device_id,merchant_id,amount,timestamp,merchant_category,is_high_risk_merchant,location_distance_km,label
tx_3619,card_2008,dev_711,m_484,24.9,2024-01-03T17:57:22,electronics,1,18.08,0
tx_3620,card_118,dev_2510,m_730,10.8,2024-01-01T01:02:00,travel,0,25.87,0
tx_3621,card_724,dev_3485,m_134,88.62,2024-01-03T12:28:37,electronics,0,1.82,0
tx_3622,card_3464,dev_489,m_57,45.71,2024-01-01T02:31:49,health,0,25.95,0
tx_3623,card_2611,dev_2910,m_63,5.88,2024-01-01T04:32:55,utilities,0,11.67,0
tx_3624,card_399,dev_2228,m_284,1.0,2024-01-01T21:36:47,food,0,9.96,0
tx_3625,card_2683,dev_2514,m_755,241.18,2024-01-01T01:33:45,grocery,0,16.25,0
tx_3626,card_1362,dev_3429,m_688,139.98,2024-01-02T16:22:37,utilities,0,14.14,0
tx_3627,card_3677,dev_2905,m_173,127.59,2024-01-02T10:01:03,utilities,0,0.02,0
tx_3628,card_2114,dev_58,m_680,49.73,2024-01-01T03:04:05,fashion,0,27.42,0
tx_3629,card_1705,dev_3431,m_683,94.28,2024-01-02T10:03:51,grocery,0,12.24,0
tx_3630,card_266,dev_790,m_779,144.89,2024-01-01T00:21:30,travel,0,0.93,0
tx_3631,card_343,dev_706,m_454,5.09,2024-01-01T00:30:20,grocery,0,9.64,0
tx_3632,card_1128,dev_2492,m_203,59.45,2024-01-01T23:50:26,fashion,0,4.56,0
tx_3633,card_708,dev_2602,m_764,24.2,2024-01-01T23:30:11,grocery,0,7.09,0
tx_3634,card_1274,dev_1121,m_574,104.79,2024-01-03T18:15:53,utilities,0,0.15,0
tx_3635,card_482,dev_1398,m_477,60.46,2024-01-02T22:33:37,electronics,0,25.03,0
tx_3636,card_1896,dev_361,m_119,40.47,2024-01-01T05:51:40,electronics,0,3.85,0
tx_3637,card_353,dev_760,m_325,16.77,2024-01-01T08:29:14,grocery,0,9.97,0
tx_3638,card_3140,dev_693,m_10,49.31,2024-01-01T12:10:41,food,0,1.0,0
tx_3639,card_2613,dev_1534,m_471,7.94,2024-01-01T16:35:51,electronics,0,7.36,0
tx_3640,card_3863,dev_1010,m_315,24.66,2024-01-01T08:25:01,food,0,5.85,0
tx_3641,card_3061,dev_3095,m_755,4.04,2024-01-04T16:24:39,travel,0,10.5,0
tx_3642,card_1553,dev_2891,m_293,68.59,2024-01-01T12:58:06,travel,0,20.41,0
tx_3643,card_2314,dev_1292,m_423,90.84,2024-01-01T15:35:47,food,0,17.13,0
tx_3644,card_3421,dev_771,m_279,33.71,2024-01-01T00:15:58,food,0,7.55,0
tx_3645,card_725,dev_1208,m_265,13.63,2024-01-03T12:29:55,health,0,15.53,0
tx_3646,card_1083,dev_378,m_501,147.86,2024-01-05T12:38:30,utilities,0,14.55,0
tx_3647,card_2370,dev_1489,m_357,103.91,2024-01-01T06:18:07,health,0,2.13,0
tx_3648,card_3397,dev_2584,m_703,6.22,2024-01-04T21:12:10,travel,1,15.73,0
tx_3649,card_3419,dev_2397,m_394,1.0,2024-01-01T00:30:35,travel,0,0.9,0
tx_3650,card_862,dev_2876,m_444,135.1325362601523,2024-01-01T06:32:45,utilities,1,14.35,1
tx_3651,card_2646,dev_3321,m_698,4.84,2024-01-01T04:15:34,entertainment,0,32.08,0
tx_3652,card_849,dev_1401,m_716,29.47,2024-01-01T04:55:38,entertainment,0,0.84,0
tx_3653,card_371,dev_2102,m_791,5.89,2024-01-01T15:53:43,food,0,25.34,0
tx_3654,card_1057,dev_893,m_478,5.71,2024-01-01T03:18:46,entertainment,0,13.38,0
tx_3655,card_128,dev_472,m_529,155.11,2024-01-02T18:00:15,travel,0,1.07,0
tx_3656,card_1913,dev_2403,m_330,105.90363972179183,2024-01-01T07:38:01,utilities,1,31.01,1
tx_3657,card_2309,dev_1547,m_674,300.99,2024-01-01T03:23:08,grocery,0,10.76,0
tx_3658,card_1320,dev_2872,m_107,3.03,2024-01-02T04:26:52,utilities,0,9.38,0
tx_3659,card_3560,dev_32,m_162,68.08,2024-01-04T01:54:25,fashion,0,9.2,0
tx_3660,card_1947,dev_1370,m_344,42.92,2024-01-03T10:49:48,electronics,0,9.67,0
tx_3661,card_1466,dev_1254,m_166,47.66,2024-01-01T14:28:48,health,0,4.19,0
tx_3662,card_2239,dev_762,m_770,126.11,2024-01-01T02:31:46,grocery,0,17.94,0
tx_3663,card_1798,dev_3314,m_631,5.99,2024-01-01T09:16:58,health,0,7.45,0
tx_3664,card_2431,dev_2359,m_711,29.38,2024-01-01T23:23:11,fashion,0,6.72,0
tx_3665,card_2993,dev_1635,m_484,35.6,2024-01-03T11:44:24,food,0,3.37,0
tx_3666,card_1034,dev_2962,m_382,37.85,2024-01-01T07:43:09,utilities,0,9.58,0
tx_3667,card_1976,dev_2779,m_410,29.83,2024-01-01T21:21:20,entertainment,0,6.19,0
tx_3668,card_164,dev_959,m_781,19.35,2024-01-01T04:37:24,electronics,0,0.72,0
tx_3669,card_3170,dev_1103,m_591,167.41,2024-01-01T09:08:53,fashion,0,16.1,0
tx_3670,card_2429,dev_116,m_167,63.73,2024-01-01T02:00:07,travel,0,16.67,0
tx_3671,card_3631,dev_2444,m_714,45.13,2024-01-03T15:08:08,food,0,5.98,0
tx_3672,card_3897,dev_2326,m_769,33.6,2024-01-03T00:55:50,travel,0,10.72,0
tx_3673,card_1364,dev_3229,m_55,192.88,2024-01-01T09:34:50,electronics,0,4.39,0
tx_3674,card_3136,dev_579,m_354,130.25,2024-01-02T21:09:06,health,0,13.05,0
tx_3675,card_1621,dev_677,m_471,4.53,2024-01-02T19:29:36,grocery,0,13.74,0
tx_3676,card_2697,dev_604,m_205,11.51,2024-01-01T01:45:45,travel,0,26.5,0
tx_3677,card_329,dev_756,m_241,115.83,2024-01-04T15:49:00,food,0,22.89,0
tx_3678,card_1788,dev_369,m_741,34.73,2024-01-01T01:29:47,food,0,11.19,0
tx_3679,card_631,dev_2804,m_568,35.64,2024-01-01T08:52:48,utilities,0,28.64,0
tx_3680,card_20,dev_1955,m_163,41.88,2024-01-01T09:55:27,utilities,0,9.08,0
tx_3681,card_409,dev_1928,m_563,125.66,2024-01-01T18:49:20,fashion,0,28.86,0
tx_3682,card_2862,dev_870,m_483,16.33,2024-01-02T21:42:22,fashion,0,16.13,0
tx_3683,card_3405,dev_1898,m_723,58.61,2024-01-01T10:37:31,food,0,9.13,0
tx_3684,card_3125,dev_392,m_396,111.63,2024-01-01T14:29:33,travel,0,2.2,0
tx_3685,card_3830,dev_546,m_409,30.25,2024-01-05T02:07:56,utilities,0,9.03,0
tx_3686,card_3678,dev_1159,m_690,99.16,2024-01-01T04:10:58,fashion,0,8.89,0
tx_3687,card_2445,dev_1613,m_546,63.05,2024-01-02T09:57:07,electronics,0,13.14,0
tx_3688,card_2743,dev_3032,m_600,83.06,2024-01-01T17:06:51,grocery,0,0.98,0
tx_3689,card_908,dev_2492,m_182,7.94,2024-01-01T19:56:49,food,0,24.84,0
tx_3690,card_1511,dev_1483,m_348,182.57,2024-01-02T13:48:00,grocery,0,32.72,0
tx_3691,card_2500,dev_2454,m_769,160.04,2024-01-01T13:25:16,fashion,0,19.86,0
tx_3692,card_3746,dev_316,m_661,24.15,2024-01-04T18:47:15,food,0,1.06,0
tx_3693,card_565,dev_2047,m_192,37.39,2024-01-01T12:52:14,grocery,0,17.44,0
tx_3694,card_865,dev_1236,m_445,9.69,2024-01-04T03:58:44,electronics,0,19.69,0
tx_3695,card_2678,dev_736,m_435,12.6,2024-01-01T19:03:03,travel,0,1.26,0
tx_3696,card_1584,dev_2765,m_492,1.46,2024-01-02T10:40:35,grocery,0,32.72,0
tx_3697,card_1069,dev_1727,m_183,3.19,2024-01-01T05:41:20,travel,0,22.86,0
tx_3698,card_2119,dev_3417,m_108,4.63,2024-01-01T08:10:59,health,0,20.44,0
tx_3699,card_3302,dev_338,m_354,56.83,2024-01-01T19:07:27,electronics,0,34.74,0
tx_3700,card_1656,dev_3291,m_12,19.13,2024-01-01T06:43:45,travel,0,12.83,0
tx_3701,card_2353,dev_2076,m_393,11.7,2024-01-03T01:31:56,health,0,11.63,0
tx_3702,card_47,dev_1991,m_669,81.46,2024-01-02T01:50:56,fashion,0,17.88,0
tx_3703,card_1730,dev_3159,m_55,233.1,2024-01-02T14:17:51,entertainment,0,3.95,0
tx_3704,card_1740,dev_1059,m_759,21.55,2024-01-02T21:08:39,electronics,0,6.97,0
tx_3705,card_3286,dev_1844,m_514,33.37,2024-01-01T04:56:15,utilities,0,20.28,0
tx_3706,card_3198,dev_1939,m_729,7.06,2024-01-02T06:47:20,utilities,0,16.75,0
tx_3707,card_3457,dev_2191,m_373,325.69,2024-01-01T01:54:47,electronics,0,3.53,0
tx_3708,card_1736,dev_2177,m_777,38.44,2024-01-02T14:52:31,fashion,0,15.07,0
tx_3709,card_3564,dev_2763,m_81,25.75,2024-01-01T14:31:00,travel,1,16.19,0
tx_3710,card_3883,dev_2898,m_604,54.23,2024-01-04T15:32:13,entertainment,0,13.34,0
tx_3711,card_809,dev_2109,m_629,18.83,2024-01-05T12:23:58,health,0,1.6,0
tx_3712,card_1781,dev_198,m_475,66.57,2024-01-01T14:56:42,entertainment,0,17.09,0
tx_3713,card_163,dev_497,m_501,19.23,2024-01-01T02:53:34,health,0,16.01,0
tx_3714,card_1503,dev_205,m_613,7.27,2024-01-01T10:15:10,utilities,0,13.57,0
tx_3715,card_1033,dev_1743,m_345,75.30920968196273,2024-01-02T21:53:29,entertainment,1,25.86,1
tx_3716,card_3140,dev_3355,m_24,55.18,2024-01-04T05:46:18,entertainment,0,9.8,0
tx_3717,card_732,dev_1201,m_365,38.52,2024-01-02T01:05:34,fashion,0,12.75,0
tx_3718,card_71,dev_1829,m_332,1.72,2024-01-01T00:21:37,entertainment,0,0.64,0
tx_3719,card_2604,dev_145,m_610,33.68,2024-01-01T16:02:24,electronics,0,3.42,0
tx_3720,card_149,dev_2176,m_756,8.91,2024-01-02T02:51:21,fashion,0,19.15,0
tx_3721,card_1018,dev_717,m_86,1.0,2024-01-01T01:56:23,electronics,0,16.3,0
tx_3722,card_592,dev_2592,m_505,29.82,2024-01-01T04:00:46,fashion,0,27.0,0
tx_3723,card_3656,dev_1125,m_353,47.54,2024-01-01T06:18:33,health,0,16.14,0
tx_3724,card_2822,dev_2528,m_249,25.28,2024-01-01T22:50:52,health,0,11.12,0
tx_3725,card_166,dev_313,m_334,48.37,2024-01-01T10:47:49,utilities,0,13.71,0
tx_3726,card_156,dev_601,m_623,27.25,2024-01-03T02:46:12,electronics,0,23.79,0
tx_3727,card_2971,dev_322,m_345,2.32,2024-01-01T22:19:30,entertainment,0,22.05,0
tx_3728,card_1730,dev_1641,m_22,39.79,2024-01-01T02:40:59,travel,0,13.55,0
tx_3729,card_1052,dev_2955,m_668,47.91,2024-01-01T12:48:09,electronics,0,0.14,0
tx_3730,card_1775,dev_476,m_196,4.53,2024-01-02T06:03:09,entertainment,0,17.86,0
tx_3731,card_1241,dev_2521,m_526,42.83,2024-01-01T13:39:02,food,0,27.87,0
tx_3732,card_2843,dev_3272,m_50,53.98,2024-01-01T06:22:43,utilities,0,6.92,0
tx_3733,card_2348,dev_1937,m_220,22.37,2024-01-01T14:20:02,fashion,0,14.54,0
tx_3734,card_1125,dev_3059,m_705,98.3,2024-01-01T04:13:50,travel,0,20.23,0
tx_3735,card_2750,dev_187,m_619,22.74,2024-01-02T13:44:35,fashion,0,12.58,0
tx_3736,card_3726,dev_742,m_694,8.39,2024-01-02T10:31:15,entertainment,0,7.73,0
tx_3737,card_1116,dev_20,m_416,26.02,2024-01-01T06:21:13,food,0,18.38,0
tx_3738,card_76,dev_3203,m_424,57.57,2024-01-01T17:04:17,travel,0,7.95,0
tx_3739,card_1894,dev_2453,m_650,40.54,2024-01-02T03:31:59,utilities,0,35.6,0
tx_3740,card_397,dev_906,m_230,6.43,2024-01-01T09:33:09,grocery,0,3.98,0
tx_3741,card_2904,dev_1329,m_226,92.16,2024-01-01T15:56:57,electronics,0,16.1,0
tx_3742,card_2982,dev_2916,m_623,24.52,2024-01-01T02:03:45,health,0,20.52,0
tx_3743,card_2408,dev_1723,m_650,57.26,2024-01-04T18:43:51,utilities,0,10.61,0
tx_3744,card_2217,dev_1593,m_487,7.08,2024-01-01T05:43:19,grocery,0,12.53,0
tx_3745,card_1404,dev_1395,m_327,88.65,2024-01-03T06:50:26,utilities,0,4.57,0
tx_3746,card_3369,dev_1820,m_155,24.36,2024-01-05T19:59:42,health,0,21.85,0
tx_3747,card_3499,dev_3041,m_510,89.8,2024-01-01T18:22:51,food,0,15.15,0
tx_3748,card_2180,dev_2857,m_174,95.82,2024-01-01T21:44:26,fashion,0,14.1,0
tx_3749,card_1047,dev_1650,m_33,45.75,2024-01-02T17:37:12,electronics,0,22.63,0
tx_3750,card_2299,dev_1414,m_85,240.14,2024-01-01T12:42:20,food,0,0.17,0
tx_3751,card_3063,dev_2169,m_378,89.99,2024-01-01T11:08:34,entertainment,0,8.41,0
tx_3752,card_1195,dev_3075,m_322,2.41,2024-01-01T10:49:58,health,0,8.87,0
tx_3753,card_2762,dev_1914,m_30,154.65,2024-01-01T01:56:25,travel,0,9.03,0
tx_3754,card_682,dev_2556,m_360,159.56,2024-01-02T05:28:23,fashion,0,10.41,0
tx_3755,card_1701,dev_3133,m_23,81.01,2024-01-01T22:04:45,entertainment,0,19.02,0
tx_3756,card_2279,dev_3047,m_502,66.82,2024-01-01T11:49:48,food,0,9.26,0
tx_3757,card_1537,dev_2201,m_134,14.44,2024-01-01T12:59:05,fashion,0,4.89,0
tx_3758,card_2486,dev_3480,m_126,20.7,2024-01-02T10:46:02,electronics,0,6.7,0
tx_3759,card_865,dev_453,m_584,5.09,2024-01-01T00:16:33,entertainment,0,19.88,0
tx_3760,card_731,dev_651,m_785,33.46,2024-01-01T12:40:36,fashion,0,4.73,0
tx_3761,card_2253,dev_1673,m_360,17.78,2024-01-03T05:14:39,food,0,9.4,0
tx_3762,card_1712,dev_2454,m_285,40.53,2024-01-01T21:56:29,utilities,0,1.54,0
tx_3763,card_3155,dev_1487,m_645,173.18,2024-01-01T21:22:09,electronics,0,6.95,0
tx_3764,card_2813,dev_2593,m_780,25.34,2024-01-01T23:34:57,utilities,0,1.31,0
tx_3765,card_2057,dev_2193,m_545,42.21,2024-01-04T04:28:47,fashion,0,11.7,0
tx_3766,card_922,dev_1654,m_506,11.35,2024-01-02T06:31:20,health,0,28.37,0
tx_3767,card_1172,dev_3383,m_460,25.96,2024-01-01T09:02:27,travel,0,19.89,0
tx_3768,card_727,dev_1638,m_295,69.16,2024-01-01T05:49:34,grocery,0,14.27,0
tx_3769,card_2181,dev_3399,m_342,1.0,2024-01-04T12:12:11,health,0,0.03,0
tx_3770,card_2687,dev_705,m_699,33.91,2024-01-04T11:38:33,electronics,0,8.88,0
tx_3771,card_2675,dev_1712,m_428,13.46,2024-01-02T13:27:50,fashion,0,10.99,0
tx_3772,card_773,dev_2606,m_29,91.87,2024-01-01T02:52:01,food,0,6.55,0
tx_3773,card_567,dev_2497,m_634,128.43,2024-01-04T03:16:30,electronics,0,5.36,0
tx_3774,card_2998,dev_1674,m_23,25.17,2024-01-01T02:40:40,utilities,0,5.03,0
tx_3775,card_2497,dev_1023,m_170,94.57,2024-01-01T03:54:17,health,0,15.63,0
tx_3776,card_2803,dev_372,m_379,64.68,2024-01-01T09:22:57,grocery,0,24.04,0
tx_3777,card_3043,dev_2463,m_669,37.75,2024-01-02T16:06:56,fashion,0,13.68,0
tx_3778,card_2261,dev_2094,m_197,147.15906510082849,2024-01-02T13:26:58,travel,1,18.85,1
tx_3779,card_2961,dev_980,m_179,17.48,2024-01-01T09:30:39,health,0,11.09,0
tx_3780,card_3838,dev_2919,m_204,46.22,2024-01-01T05:42:18,utilities,0,13.59,0
tx_3781,card_543,dev_1200,m_66,9.42,2024-01-01T14:57:33,grocery,0,14.76,0
tx_3782,card_847,dev_2365,m_472,89.45,2024-01-01T09:52:31,health,0,2.27,0
tx_3783,card_1003,dev_2800,m_617,56.3,2024-01-01T03:58:31,health,0,7.15,0
tx_3784,card_990,dev_3263,m_181,106.52,2024-01-01T10:32:27,health,0,16.6,0
tx_3785,card_2048,dev_2627,m_113,3.09,2024-01-01T12:07:28,utilities,0,2.44,0
tx_3786,card_3572,dev_652,m_250,27.72,2024-01-01T08:02:40,health,0,7.97,0
tx_3787,card_2957,dev_286,m_7,3.96,2024-01-02T06:06:00,grocery,0,9.88,0
tx_3788,card_2793,dev_2772,m_416,44.96,2024-01-03T07:28:16,health,0,15.55,0
tx_3789,card_3531,dev_1578,m_72,41.68,2024-01-01T16:08:22,fashion,0,21.61,0
tx_3790,card_3922,dev_1065,m_733,36.54,2024-01-01T05:31:29,electronics,0,0.47,0
tx_3791,card_2486,dev_2650,m_546,190.95,2024-01-01T07:15:09,grocery,0,28.81,0
tx_3792,card_1796,dev_1969,m_743,68.88,2024-01-03T19:48:37,grocery,0,17.55,0
tx_3793,card_1199,dev_3324,m_407,105.43,2024-01-01T10:42:55,grocery,0,10.53,0
tx_3794,card_1488,dev_1636,m_733,55.0,2024-01-01T04:04:40,health,0,18.21,0
tx_3795,card_1755,dev_3225,m_127,81.69,2024-01-01T18:01:17,electronics,0,8.06,0
tx_3796,card_1075,dev_3104,m_593,115.30697148772823,2024-01-01T07:30:48,electronics,1,17.34,1
tx_3797,card_1501,dev_1691,m_672,14.44,2024-01-04T13:50:57,utilities,0,10.03,0
tx_3798,card_581,dev_995,m_494,9.24,2024-01-01T02:33:31,food,0,7.7,0
tx_3799,card_1083,dev_397,m_337,91.11,2024-01-01T10:57:43,electronics,0,9.34,0
tx_3800,card_2904,dev_2013,m_770,228.72,2024-01-01T13:40:39,food,0,3.27,0
tx_3801,card_3100,dev_1064,m_350,68.19,2024-01-02T18:50:35,entertainment,0,12.75,0
tx_3802,card_2822,dev_1821,m_338,358.4420989283314,2024-01-01T21:36:37,health,1,17.34,1
tx_3803,card_2865,dev_1056,m_581,256.0,2024-01-01T01:12:25,entertainment,0,14.67,0
tx_3804,card_2434,dev_146,m_779,130.57,2024-01-01T19:49:42,travel,0,26.08,0
tx_3805,card_1181,dev_106,m_226,12.02,2024-01-01T06:43:38,utilities,0,1.93,0
tx_3806,card_2308,dev_1485,m_730,107.33,2024-01-01T22:52:17,entertainment,0,3.0,0
tx_3807,card_1256,dev_2932,m_162,7.75,2024-01-01T00:08:47,entertainment,0,8.08,0
tx_3808,card_1946,dev_2920,m_450,42.54,2024-01-07T09:08:56,entertainment,0,11.34,0
tx_3809,card_632,dev_3046,m_711,125.67,2024-01-02T12:31:39,travel,0,21.63,0
tx_3810,card_1197,dev_1573,m_263,1.0,2024-01-02T16:44:24,food,0,7.1,0
tx_3811,card_114,dev_3485,m_216,15.4,2024-01-01T15:10:22,entertainment,0,1.89,0
tx_3812,card_607,dev_2393,m_12,33.19,2024-01-01T08:10:55,entertainment,0,12.84,0
tx_3813,card_1491,dev_2953,m_520,276.97,2024-01-02T12:05:57,fashion,0,4.8,0
tx_3814,card_1953,dev_2533,m_174,21.05,2024-01-01T06:44:19,utilities,0,1.83,0
tx_3815,card_2637,dev_638,m_601,48.09,2024-01-01T22:19:01,utilities,0,0.31,0
tx_3816,card_2143,dev_1533,m_387,73.35,2024-01-02T03:21:44,health,0,9.98,0
tx_3817,card_2655,dev_692,m_537,68.65,2024-01-01T10:19:06,health,0,13.34,0
tx_3818,card_718,dev_1982,m_388,113.24913203500604,2024-01-01T11:15:16,grocery,1,1.46,1
tx_3819,card_2739,dev_265,m_350,106.37,2024-01-02T22:02:02,food,0,1.42,0
tx_3820,card_1266,dev_845,m_229,14.89,2024-01-01T01:36:25,travel,0,7.42,0
tx_3821,card_3186,dev_2985,m_122,30.0,2024-01-01T01:35:26,food,0,15.28,0
tx_3822,card_1460,dev_2043,m_470,15.39,2024-01-02T13:47:22,grocery,0,3.54,0
tx_3823,card_3440,dev_3056,m_536,24.56,2024-01-01T03:27:34,food,0,13.88,0
tx_3824,card_3036,dev_829,m_372,4.62,2024-01-05T20:24:01,grocery,0,13.34,0
tx_3825,card_1632,dev_2565,m_101,87.02,2024-01-02T19:59:36,utilities,0,35.81,0
tx_3826,card_2078,dev_275,m_277,98.62,2024-01-01T00:24:00,electronics,0,12.96,0
tx_3827,card_229,dev_1829,m_580,28.27,2024-01-05T01:04:10,food,0,11.1,0
tx_3828,card_1002,dev_1048,m_757,65.69,2024-01-04T03:16:00,travel,0,10.7,0
tx_3829,card_2665,dev_1003,m_233,23.26,2024-01-05T13:30:06,health,0,0.33,0
tx_3830,card_726,dev_164,m_623,10.3,2024-01-01T17:25:58,entertainment,0,0.2,0
tx_3831,card_2260,dev_1136,m_93,37.88,2024-01-05T07:03:59,food,0,25.86,0
tx_3832,card_3003,dev_3402,m_65,33.24,2024-01-01T22:14:11,travel,0,11.64,0
tx_3833,card_249,dev_850,m_233,1.0,2024-01-01T21:29:46,food,0,30.69,0
tx_3834,card_2398,dev_3119,m_595,1.0,2024-01-01T00:01:44,health,0,12.99,0
tx_3835,card_1901,dev_402,m_549,12.78,2024-01-02T01:25:16,grocery,0,11.72,0
tx_3836,card_1306,dev_3235,m_649,3.31,2024-01-01T09:01:27,electronics,0,8.84,0
tx_3837,card_476,dev_1810,m_85,65.04,2024-01-02T06:38:55,health,0,11.79,0
tx_3838,card_808,dev_409,m_555,17.68,2024-01-01T02:14:37,food,0,2.95,0
tx_3839,card_2450,dev_1995,m_307,174.95,2024-01-01T05:53:35,grocery,0,6.67,0
tx_3840,card_2382,dev_1760,m_114,17.8,2024-01-01T02:33:08,health,0,29.19,0
tx_3841,card_3184,dev_2632,m_199,61.79,2024-01-02T23:22:52,health,0,19.2,0
tx_3842,card_2,dev_1031,m_772,39.98,2024-01-01T03:27:56,fashion,0,19.56,0
tx_3843,card_2463,dev_1108,m_504,56.98,2024-01-01T18:10:18,travel,0,13.87,0
tx_3844,card_1979,dev_2106,m_290,68.92,2024-01-02T00:20:46,entertainment,0,8.28,0
tx_3845,card_1082,dev_2179,m_254,573.5900949269976,2024-01-01T06:51:46,utilities,1,19.52,1
tx_3846,card_1127,dev_2776,m_574,68.03,2024-01-03T07:47:40,entertainment,0,24.74,0
tx_3847,card_2563,dev_1802,m_114,77.41,2024-01-01T01:28:22,travel,0,3.08,0
tx_3848,card_1307,dev_2087,m_481,52.27,2024-01-01T03:20:51,health,0,20.78,0
tx_3849,card_668,dev_732,m_67,2.13,2024-01-01T18:43:20,fashion,0,20.7,0
tx_3850,card_2756,dev_1247,m_96,29.45,2024-01-01T02:33:26,health,0,15.32,0
tx_3851,card_1402,dev_2612,m_703,14.64,2024-01-01T07:20:33,travel,0,13.22,0
tx_3852,card_445,dev_3124,m_237,14.03,2024-01-02T10:45:45,food,0,5.9,0
tx_3853,card_1258,dev_2055,m_312,127.95,2024-01-02T00:25:59,utilities,0,6.86,0
tx_3854,card_3139,dev_2172,m_483,29.43,2024-01-01T13:18:47,electronics,0,3.51,0
tx_3855,card_3799,dev_2496,m_215,48.21,2024-01-01T19:34:34,travel,0,32.02,0
tx_3856,card_786,dev_3139,m_405,19.49,2024-01-01T15:30:19,travel,0,30.15,0
tx_3857,card_2499,dev_2713,m_160,103.11,2024-01-01T14:23:56,utilities,0,4.21,0
tx_3858,card_3918,dev_2115,m_485,55.53,2024-01-03T06:12:36,fashion,0,8.35,0
tx_3859,card_3193,dev_2975,m_275,144.05,2024-01-02T01:08:37,food,0,9.41,0
tx_3860,card_3820,dev_1076,m_483,5.11,2024-01-01T03:29:28,entertainment,0,10.88,0
tx_3861,card_1518,dev_593,m_313,79.78,2024-01-02T23:07:32,utilities,0,10.52,0
tx_3862,card_2976,dev_1449,m_763,169.44,2024-01-01T05:24:23,utilities,0,11.06,0
tx_3863,card_1842,dev_1261,m_435,26.66,2024-01-03T11:04:05,fashion,0,6.76,0
tx_3864,card_3123,dev_1708,m_5,51.36,2024-01-02T08:09:48,fashion,0,2.3,0
tx_3865,card_226,dev_1674,m_362,3.98,2024-01-01T18:31:42,travel,0,4.85,0
tx_3866,card_3141,dev_1123,m_19,76.12,2024-01-01T05:49:11,food,0,17.68,0
tx_3867,card_854,dev_2711,m_733,31.85,2024-01-02T08:55:47,entertainment,0,14.06,0
tx_3868,card_1207,dev_3410,m_382,31.05,2024-01-02T03:13:22,grocery,0,10.19,0
tx_3869,card_1318,dev_1751,m_391,10.86,2024-01-01T05:28:40,utilities,0,21.4,0
tx_3870,card_2285,dev_2293,m_756,70.93,2024-01-03T11:44:49,food,0,12.89,0
tx_3871,card_3266,dev_880,m_632,20.14,2024-01-01T14:34:10,health,0,0.89,0
tx_3872,card_3507,dev_1122,m_109,20.6,2024-01-01T06:23:04,electronics,0,26.5,0
tx_3873,card_1333,dev_2960,m_491,18.57,2024-01-01T22:11:21,health,0,7.87,0
tx_3874,card_3899,dev_188,m_799,66.32,2024-01-02T01:32:34,fashion,0,24.98,0
tx_3875,card_2817,dev_2893,m_498,108.45,2024-01-02T10:05:45,food,0,5.58,0
tx_3876,card_1147,dev_2485,m_600,23.25,2024-01-01T02:36:33,fashion,0,3.96,0
tx_3877,card_242,dev_415,m_57,24.65,2024-01-02T09:34:48,utilities,0,6.66,0
tx_3878,card_1130,dev_2203,m_378,20.92,2024-01-02T10:35:02,health,0,7.71,0
tx_3879,card_3783,dev_1164,m_113,78.3,2024-01-02T09:03:30,health,0,17.28,0
tx_3880,card_550,dev_3071,m_75,30.4,2024-01-01T05:40:12,utilities,0,17.34,0
tx_3881,card_3175,dev_3000,m_423,61.24,2024-01-01T04:33:23,travel,0,5.62,0
tx_3882,card_2415,dev_1224,m_587,68.89,2024-01-01T13:22:24,food,0,28.17,0
tx_3883,card_2301,dev_360,m_448,43.41,2024-01-02T16:21:58,food,0,14.06,0
tx_3884,card_1342,dev_2345,m_559,76.84,2024-01-01T22:54:46,entertainment,0,8.68,0
tx_3885,card_2280,dev_2175,m_298,164.84,2024-01-01T03:32:06,grocery,0,1.17,0
tx_3886,card_575,dev_3162,m_788,40.19,2024-01-01T07:11:25,electronics,0,17.35,0
tx_3887,card_2864,dev_2913,m_756,9.11,2024-01-03T02:17:56,utilities,0,19.18,0
tx_3888,card_3920,dev_3495,m_369,11.98,2024-01-02T14:17:59,health,0,24.65,0
tx_3889,card_3060,dev_879,m_188,10.34,2024-01-01T04:24:10,utilities,0,2.43,0
tx_3890,card_1918,dev_932,m_471,65.06,2024-01-01T19:11:13,utilities,0,6.85,0
tx_3891,card_1364,dev_815,m_693,74.66,2024-01-01T01:26:41,entertainment,0,1.75,0
tx_3892,card_1045,dev_2472,m_765,49.3,2024-01-01T02:07:24,grocery,0,11.76,0
tx_3893,card_574,dev_488,m_657,100.1,2024-01-02T18:19:17,fashion,0,8.15,0
tx_3894,card_1750,dev_1623,m_498,50.6,2024-01-01T08:46:07,grocery,0,5.07,0
tx_3895,card_3406,dev_2164,m_61,59.41,2024-01-01T04:32:55,utilities,0,11.44,0
tx_3896,card_66,dev_2317,m_447,17.96,2024-01-01T15:08:57,grocery,0,12.17,0
tx_3897,card_3931,dev_2065,m_334,1851.4035916234707,2024-01-02T09:05:18,health,1,16.59,1
tx_3898,card_1157,dev_2354,m_341,65.87,2024-01-01T20:58:33,electronics,0,15.47,0
tx_3899,card_2315,dev_377,m_571,135.06,2024-01-01T06:51:27,electronics,0,4.21,0
tx_3900,card_3271,dev_2103,m_89,5.75,2024-01-02T09:16:21,health,0,1.61,0
tx_3901,card_2498,dev_2663,m_195,1.72,2024-01-01T03:32:17,electronics,0,11.75,0
tx_3902,card_1765,dev_3349,m_283,11.41,2024-01-01T01:20:33,health,0,19.82,0
